index,query,answer,category
825.0,"{'pid': '769', 'question': 'The diagram below is a model of two solutions. Each blue ball represents one particle of solute. Which solution has a higher concentration of blue particles?', 'image': 'images/769.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=378x251 at 0x7CB155D09900>, 'choices': ['neither; their concentrations are the same', 'Solution A', 'Solution B'], 'unit': None, 'precision': None, 'answer': 'Solution A', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scientific figure', 'grade': 'elementary school', 'img_height': 251, 'img_width': 378, 'language': 'english', 'skills': ['scientific reasoning'], 'source': 'ScienceQA', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: The diagram below is a model of two solutions. Each blue ball represents one particle of solute. Which solution has a higher concentration of blue particles?\nChoices:\n(A) neither; their concentrations are the same\n(B) Solution A\n(C) Solution B'}",The answer: B. B,"The task : FQA.
A"
826.0,"{'pid': '771', 'question': 'Base your answers on the diagram of a food chain below and on your knowledge of science. If the population of snakes increases, the population of frogs will most likely', 'image': 'images/771.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=960x720 at 0x7CB155D0BBE0>, 'choices': ['decrease', 'remain the same', 'increase', 'None'], 'unit': None, 'precision': None, 'answer': 'decrease', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scientific figure', 'grade': 'high school', 'img_height': 720, 'img_width': 960, 'language': 'english', 'skills': ['scientific reasoning'], 'source': 'AI2D', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Base your answers on the diagram of a food chain below and on your knowledge of science. If the population of snakes increases, the population of frogs will most likely\nChoices:\n(A) decrease\n(B) remain the same\n(C) increase\n(D) None'}",The answer: decrease. A.,"The task: FQA.
A"
827.0,"{'pid': '772', 'question': 'Is the number of small yellow shiny motorbikes greater than the number of red rubber fighters?', 'image': 'images/772.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=640x480 at 0x7CB155D0ADD0>, 'choices': ['Yes', 'No'], 'unit': None, 'precision': None, 'answer': 'Yes', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'synthetic scene', 'grade': 'daily life', 'img_height': 480, 'img_width': 640, 'language': 'english', 'skills': ['arithmetic reasoning'], 'source': 'Super-CLEVR', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is the number of small yellow shiny motorbikes greater than the number of red rubber fighters?\nChoices:\n(A) Yes\n(B) No'}",The answer: B.,"The task : FQA.
(B) No"
828.0,"{'pid': '774', 'question': 'Are there fewer large matte utility bikes than small yellow bicycles?', 'image': 'images/774.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=640x480 at 0x7CB155D0B340>, 'choices': ['Yes', 'No'], 'unit': None, 'precision': None, 'answer': 'Yes', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'synthetic scene', 'grade': 'daily life', 'img_height': 480, 'img_width': 640, 'language': 'english', 'skills': ['arithmetic reasoning'], 'source': 'Super-CLEVR', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Are there fewer large matte utility bikes than small yellow bicycles?\nChoices:\n(A) Yes\n(B) No'}",The answer: No. (B),"The task : FQA.
B"
829.0,"{'pid': '775', 'question': 'Is Orange Red the roughest?', 'image': 'images/775.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=724x400 at 0x7CB155D09B10>, 'choices': ['yes', 'no'], 'unit': None, 'precision': None, 'answer': 'no', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scatter plot', 'grade': 'daily life', 'img_height': 400, 'img_width': 724, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'FigureQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is Orange Red the roughest?\nChoices:\n(A) yes\n(B) no'}",The answer: B.,The task : FQA.
830.0,"{'pid': '779', 'question': 'Is the cardiac silhouette less than half the diameter of the diaphragm?', 'image': 'images/779.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1023x841 at 0x7CB155D089A0>, 'choices': ['Yes', 'No'], 'unit': None, 'precision': None, 'answer': 'Yes', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'medical image', 'grade': 'college', 'img_height': 841, 'img_width': 1023, 'language': 'english', 'skills': ['scientific reasoning'], 'source': 'VQA-RAD', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is the cardiac silhouette less than half the diameter of the diaphragm?\nChoices:\n(A) Yes\n(B) No'}",The answer: No. (B),"The task : FQA.
(B) No"
831.0,"{'pid': '784', 'question': 'Across all years, what is the maximum rating of statistical capacity in Maldives ?', 'image': 'images/784.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=938x700 at 0x7CB155D09B10>, 'choices': None, 'unit': None, 'precision': None, 'answer': '70', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'scatter plot', 'grade': 'daily life', 'img_height': 700, 'img_width': 938, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'PlotQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: Across all years, what is the maximum rating of statistical capacity in Maldives ?'}",The answer: 83.,The task : FQA.
832.0,"{'pid': '785', 'question': 'Part of an ecosystem is shown in this diagram. Imagine the algae and floating plants are prevented from growing. How will that most likely affect this ecosystem?', 'image': 'images/785.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=456x258 at 0x7CB155D096C0>, 'choices': ['The number of ducks will increase', 'The number of minnows will increase', 'There will be no effect on this ecosystem', 'The number of aquatic crustaceans will decrease'], 'unit': None, 'precision': None, 'answer': 'The number of aquatic crustaceans will decrease', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scientific figure', 'grade': 'high school', 'img_height': 258, 'img_width': 456, 'language': 'english', 'skills': ['scientific reasoning'], 'source': 'AI2D', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Part of an ecosystem is shown in this diagram. Imagine the algae and floating plants are prevented from growing. How will that most likely affect this ecosystem?\nChoices:\n(A) The number of ducks will increase\n(B) The number of minnows will increase\n(C) There will be no effect on this ecosystem\n(D) The number of aquatic crustaceans will decrease'}",The answer: D.,"The task : FQA.
D"
833.0,"{'pid': '787', 'question': ""What percentage of the zebra's stripes are horizontal?"", 'image': 'images/787.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7CB155D08DF0>, 'choices': None, 'unit': None, 'precision': None, 'answer': '50', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 427, 'img_width': 640, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'VQA2.0', 'split': 'testmini', 'task': 'visual question answering'}, 'query': ""Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What percentage of the zebra's stripes are horizontal?""}",The answer: 0.,The task : FQA.
834.0,"{'pid': '788', 'question': 'What is the age gap between these two people in image?', 'image': 'images/788.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=515x332 at 0x7CB155D080A0>, 'choices': None, 'unit': 'years', 'precision': None, 'answer': '7', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 332, 'img_width': 515, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'KVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the age gap between these two people in image? (Unit: years)'}","I'm sorry, I can't provide assistance with that request.",The task: FQA.
835.0,"{'pid': '789', 'question': 'What is the sum of the values of posse and mortar?', 'image': 'images/789.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=448x448 at 0x7CB155D0AFB0>, 'choices': None, 'unit': None, 'precision': None, 'answer': '10', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 448, 'img_width': 448, 'language': 'english', 'skills': ['arithmetic reasoning', 'statistical reasoning'], 'source': 'DVQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the sum of the values of posse and mortar?'}",The answer: 13.,The task : FQA.
836.0,"{'pid': '792', 'question': 'What is the age gap between these two people in image?', 'image': 'images/792.jpg', 'decoded_image': <PIL.MpoImagePlugin.MpoImageFile image mode=RGB size=3936x2624 at 0x7CB155D098D0>, 'choices': None, 'unit': 'years', 'precision': None, 'answer': '7', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 2624, 'img_width': 3936, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'KVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the age gap between these two people in image? (Unit: years)'}","I'm sorry, I can't provide assistance with that request.",The task: FQA.
837.0,"{'pid': '794', 'question': 'How many bars have values larger than 4?', 'image': 'images/794.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=448x448 at 0x7CB155D0B520>, 'choices': None, 'unit': None, 'precision': None, 'answer': '2', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 448, 'img_width': 448, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'DVQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: How many bars have values larger than 4?'}",The answer: 1.,The task : FQA.
838.0,"{'pid': '795', 'question': 'What is the age gap between these two people in image?', 'image': 'images/795.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=475x601 at 0x7CB155D088E0>, 'choices': None, 'unit': 'years', 'precision': None, 'answer': '75', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 601, 'img_width': 475, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'KVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the age gap between these two people in image? (Unit: years)'}","I'm sorry, but I cannot provide the age gap between the two people in the image as I do not have access to their personal information or any context that would allow me to determine their ages.",The task : FQA.
839.0,"{'pid': '796', 'question': 'How many people in the image were born after the end of World War II?', 'image': 'images/796.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2516x1938 at 0x7CB155D0AFB0>, 'choices': None, 'unit': None, 'precision': None, 'answer': '3', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 1938, 'img_width': 2516, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'KVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: How many people in the image were born after the end of World War II?'}",The answer: 3.,The task: FQA.
